Chromosome	Start	Ratio	MedianRatio	CopyNumber
13	72900001	1.12466	1.1439	5
13	72950001	1.15087	1.1439	5
13	73000001	1.07928	1.1439	5
13	73050001	1.13365	1.1439	5
13	73100001	1.15145	1.1439	5
13	73150001	1.23546	1.1439	5
13	73200001	1.1478	1.1439	5
13	73250001	1.18816	1.1439	5
13	73300001	1.19212	1.1439	5
13	73350001	1.18199	1.1439	5
13	73400001	1.12027	1.1439	5
13	73450001	1.17965	1.1439	5
13	73500001	1.17633	1.1439	5
13	73550001	1.12852	1.1439	5
13	73600001	1.12443	1.1439	5
13	73650001	1.09969	1.1439	5
13	73700001	1.1653	1.1439	5
13	73750001	1.16517	1.1439	5
13	73800001	1.11456	1.1439	5
13	73850001	1.14678	1.1439	5
13	73900001	1.18237	1.1439	5
13	73950001	1.18478	1.1439	5
13	74000001	1.08653	1.1439	5
13	74050001	1.13442	1.1439	5
13	74100001	1.2039	1.1439	5
13	74150001	1.12371	1.1439	5
13	74200001	1.11346	1.1439	5
13	74250001	1.18727	1.1439	5
13	74300001	1.17389	1.1439	5
13	74350001	1.13114	1.1439	5
13	74400001	1.13557	1.1439	5
13	74450001	1.17289	1.1439	5
13	74500001	1.18967	1.1439	5
13	74550001	1.15289	1.1439	5
13	74600001	1.14342	1.1439	5
13	74650001	1.15855	1.1439	5
13	74700001	1.09155	1.1439	5
13	74750001	1.15085	1.1439	5
13	74800001	1.15556	1.1439	5
13	74850001	1.15755	1.1439	5
13	74900001	1.13761	1.1439	5
13	74950001	1.17182	1.1439	5
13	75000001	1.18425	1.1439	5
13	75050001	1.17474	1.1439	5
13	75100001	1.15535	1.1439	5
13	75150001	1.16931	1.1439	5
13	75200001	1.00988	1.00988	4
13	75250001	0.851205	1.00988	4
13	75300001	1.02798	1.00988	4
13	75350001	1.13816	1.15035	5
13	75400001	1.20439	1.15035	5
13	75450001	1.14758	1.15035	5
13	75500001	1.11464	1.15035	5
13	75550001	1.19268	1.15035	5
13	75600001	1.06587	1.15035	5
13	75650001	1.1616	1.15035	5
13	75700001	1.18443	1.15035	5
13	75750001	1.24662	1.15035	5
13	75800001	1.22037	1.15035	5
13	75850001	1.1302	1.15035	5
13	75900001	1.1828	1.15035	5
13	75950001	1.14765	1.15035	5
13	76000001	1.1421	1.15035	5
13	76050001	1.09357	1.15035	5
13	76100001	1.15705	1.15035	5
13	76150001	1.17094	1.15035	5
13	76200001	1.11484	1.15035	5
13	76250001	1.12479	1.15035	5
13	76300001	1.07956	1.15035	5
13	76350001	1.2102	1.15035	5
13	76400001	1.13423	1.15035	5
13	76450001	1.20496	1.15035	5
13	76500001	1.15885	1.15035	5
13	76550001	1.15016	1.15035	5
13	76600001	1.18893	1.15035	5
13	76650001	1.19469	1.15035	5
13	76700001	1.13577	1.15035	5
13	76750001	1.11532	1.15035	5
13	76800001	1.15001	1.15035	5
13	76850001	1.1345	1.15035	5
13	76900001	1.16199	1.15035	5
13	76950001	1.13404	1.15035	5
13	77000001	1.1936	1.15035	5
13	77050001	1.13285	1.15035	5
13	77100001	1.13829	1.15035	5
13	77150001	1.1406	1.15035	5
13	77200001	1.12813	1.15035	5
13	77250001	1.12382	1.15035	5
13	77300001	1.19308	1.15035	5
13	77350001	1.12549	1.15035	5
13	77400001	1.15734	1.15035	5
13	77450001	1.16098	1.15035	5
13	77500001	1.2093	1.15035	5
13	77550001	1.08479	1.15035	5
13	77600001	1.14442	1.15035	5
13	77650001	1.09369	1.15035	5
13	77700001	1.15371	1.15035	5
13	77750001	1.16033	1.15035	5
13	77800001	1.1879	1.15035	5
13	77850001	1.134	1.15035	5
13	77900001	1.11096	1.15035	5
13	77950001	1.17052	1.15035	5
13	78000001	1.16197	1.15035	5
13	78050001	1.13571	1.15035	5
13	78100001	1.19688	1.15035	5
13	78150001	1.20305	1.15035	5
13	78200001	1.11825	1.15035	5
13	78250001	1.16246	1.15035	5
13	78300001	1.1439	1.15035	5
13	78350001	1.13279	1.15035	5
13	78400001	1.18824	1.15035	5
13	78450001	1.14743	1.15035	5
13	78500001	1.12054	1.15035	5
13	78550001	1.16282	1.15035	5
13	78600001	1.16556	1.15035	5
13	78650001	1.1487	1.15035	5
13	78700001	1.16138	1.15035	5
13	78750001	1.19047	1.15035	5
13	78800001	1.1058	1.15035	5
13	78850001	1.11173	1.15035	5
13	78900001	1.11452	1.15035	5
13	78950001	1.17131	1.15035	5
13	79000001	1.12516	1.15035	5
13	79050001	1.15054	1.15035	5
13	79100001	1.16563	1.15035	5
13	79150001	1.20824	1.15035	5
13	79200001	1.13648	1.15035	5
13	79250001	1.17474	1.15035	5
13	79300001	1.15252	1.15035	5
13	79350001	1.16688	1.15035	5
13	79400001	1.1633	1.15035	5
13	79450001	4.75614	4.75614	19
13	79500001	3.21862	3.21862	13
13	79550001	1.12346	1.14621	5
13	79600001	1.12613	1.14621	5
13	79650001	1.13506	1.14621	5
13	79700001	1.17857	1.14621	5
13	79750001	1.18355	1.14621	5
13	79800001	1.13963	1.14621	5
13	79850001	1.20214	1.14621	5
13	79900001	1.10895	1.14621	5
13	79950001	1.1442	1.14621	5
13	80000001	1.18338	1.14621	5
13	80050001	1.15848	1.14621	5
13	80100001	1.1813	1.14621	5
13	80150001	1.14216	1.14621	5
13	80200001	1.14365	1.14621	5
13	80250001	1.07265	1.14621	5
13	80300001	1.15252	1.14621	5
13	80350001	1.14286	1.14621	5
13	80400001	1.17032	1.14621	5
13	80450001	1.14733	1.14621	5
13	80500001	1.13262	1.14621	5
13	80550001	1.17962	1.14621	5
13	80600001	1.15998	1.14621	5
13	80650001	1.18672	1.14621	5
13	80700001	1.13949	1.14621	5
13	80750001	1.16744	1.14621	5
13	80800001	1.13457	1.14621	5
13	80850001	1.16586	1.14621	5
13	80900001	1.15395	1.14621	5
13	80950001	1.13874	1.14621	5
13	81000001	1.22015	1.14621	5
13	81050001	1.14624	1.14621	5
13	81100001	1.16464	1.14621	5
13	81150001	1.16949	1.14621	5
13	81200001	1.10091	1.14621	5
13	81250001	1.1041	1.14621	5
13	81300001	1.14374	1.14621	5
13	81350001	1.17373	1.14621	5
13	81400001	1.17123	1.14621	5
13	81450001	1.13241	1.14621	5
13	81500001	1.13275	1.14621	5
13	81550001	1.12172	1.14621	5
13	81600001	1.20095	1.14621	5
13	81650001	1.15207	1.14621	5
13	81700001	1.12182	1.14621	5
13	81750001	1.20241	1.14621	5
13	81800001	1.16029	1.14621	5
13	81850001	1.10643	1.14621	5
13	81900001	1.17377	1.14621	5
13	81950001	1.17526	1.14621	5
13	82000001	1.13345	1.14621	5
13	82050001	1.13495	1.14621	5
13	82100001	1.14256	1.14621	5
13	82150001	1.15219	1.14621	5
13	82200001	1.21659	1.14621	5
13	82250001	1.14121	1.14621	5
13	82300001	1.1383	1.14621	5
13	82350001	1.10919	1.14621	5
13	82400001	1.08537	1.14621	5
13	82450001	1.12327	1.14621	5
13	82500001	1.17593	1.14621	5
13	82550001	1.10178	1.14621	5
13	82600001	1.18388	1.14621	5
13	82650001	1.1755	1.14621	5
13	82700001	1.1852	1.14621	5
13	82750001	1.12601	1.14621	5
13	82800001	1.14708	1.14621	5
13	82850001	1.16703	1.14621	5
13	82900001	1.19434	1.14621	5
13	82950001	1.19753	1.14621	5
13	83000001	1.21034	1.14621	5
13	83050001	1.21075	1.14621	5
13	83100001	1.13739	1.14621	5
13	83150001	1.16032	1.14621	5
13	83200001	1.20552	1.14621	5
13	83250001	1.10631	1.14621	5
13	83300001	1.17393	1.14621	5
13	83350001	1.22293	1.14621	5
13	83400001	1.13625	1.14621	5
13	83450001	1.11045	1.14621	5
13	83500001	1.14379	1.14621	5
13	83550001	1.12323	1.14621	5
13	83600001	1.13828	1.14621	5
13	83650001	1.08903	1.14621	5
13	83700001	1.18854	1.14621	5
13	83750001	1.1643	1.14621	5
13	83800001	1.20208	1.14621	5
13	83850001	1.12233	1.14621	5
13	83900001	1.12033	1.14621	5
13	83950001	1.13099	1.14621	5
13	84000001	1.15083	1.14621	5
13	84050001	1.14621	1.14621	5
13	84100001	1.14508	1.14621	5
13	84150001	1.12684	1.14621	5
13	84200001	1.20684	1.14621	5
13	84250001	1.14706	1.14621	5
13	84300001	1.12386	1.14621	5
13	84350001	1.11412	1.14621	5
13	84400001	1.1387	1.14621	5
13	84450001	1.12375	1.14621	5
13	84500001	1.09327	1.14621	5
13	84550001	1.15288	1.14621	5
13	84600001	1.13379	1.14621	5
13	84650001	1.16214	1.14621	5
13	84700001	1.11942	1.14621	5
13	84750001	1.16209	1.14621	5
13	84800001	1.08522	1.14621	5
13	84850001	1.1669	1.14621	5
13	84900001	1.13814	1.14621	5
13	84950001	1.14904	1.14621	5
13	85000001	1.18764	1.14621	5
13	85050001	1.15936	1.14621	5
13	85100001	1.172	1.14621	5
13	85150001	1.16197	1.14621	5
13	85200001	1.11729	1.14621	5
13	85250001	1.08924	1.14621	5
13	85300001	1.20689	1.14621	5
13	85350001	1.115	1.14621	5
13	85400001	1.12523	1.14621	5
13	85450001	1.18708	1.14621	5
13	85500001	1.17369	1.14621	5
13	85550001	1.17353	1.14621	5
13	85600001	1.13406	1.14621	5
13	85650001	1.08201	1.14621	5
13	85700001	1.10299	1.14621	5
13	85750001	1.12117	1.14621	5
13	85800001	1.20824	1.14621	5
13	85850001	1.17737	1.14621	5
13	85900001	1.11916	1.14621	5
13	85950001	1.14311	1.14621	5
13	86000001	1.20093	1.14621	5
13	86050001	1.18449	1.14621	5
13	86100001	1.13615	1.14621	5
13	86150001	1.18623	1.14621	5
13	86200001	-1	1.14621	5
13	86250001	1.08633	1.14621	5
13	86300001	1.11827	1.14621	5
13	86350001	1.11388	1.14621	5
13	86400001	1.10584	1.14621	5
13	86450001	1.1693	1.14621	5
13	86500001	1.1292	1.14621	5
13	86550001	1.11914	1.14621	5
13	86600001	1.14624	1.14621	5
13	86650001	1.18797	1.14621	5
13	86700001	1.18014	1.14621	5
13	86750001	1.10753	1.14621	5
13	86800001	1.12542	1.14621	5
13	86850001	1.12928	1.14621	5
13	86900001	1.12087	1.14621	5
13	86950001	1.03715	1.14621	5
13	87000001	1.16662	1.14621	5
13	87050001	1.12307	1.14621	5
13	87100001	1.14532	1.14621	5
13	87150001	1.15629	1.14621	5
13	87200001	1.10912	1.14621	5
13	87250001	1.23692	1.14621	5
13	87300001	1.12403	1.14621	5
13	87350001	1.14098	1.14621	5
13	87400001	1.12598	1.14621	5
13	87450001	1.09706	1.14621	5
13	87500001	1.12197	1.14621	5
13	87550001	1.1394	1.14621	5
13	87600001	1.13946	1.14621	5
13	87650001	1.11506	1.14621	5
13	87700001	1.11327	1.14621	5
13	87750001	1.12883	1.14621	5
13	87800001	1.14346	1.14621	5
13	87850001	1.11727	1.14621	5
13	87900001	1.12457	1.14621	5
13	87950001	1.16906	1.14621	5
13	88000001	1.13546	1.14621	5
13	88050001	1.0971	1.14621	5
13	88100001	1.13502	1.14621	5
13	88150001	1.20362	1.14621	5
13	88200001	1.13328	1.14621	5
13	88250001	1.13615	1.14621	5
13	88300001	1.10211	1.14621	5
13	88350001	1.19525	1.14621	5
13	88400001	1.15267	1.14621	5
13	88450001	1.2104	1.14621	5
13	88500001	1.11545	1.14621	5
13	88550001	1.12266	1.14621	5
13	88600001	1.13973	1.14621	5
13	88650001	1.11266	1.14621	5
13	88700001	1.16316	1.14621	5
13	88750001	1.13655	1.14621	5
13	88800001	1.15993	1.14621	5
13	88850001	1.14141	1.14621	5
13	88900001	1.13489	1.14621	5
13	88950001	1.18132	1.14621	5
13	89000001	1.18548	1.14621	5
13	89050001	1.19796	1.14621	5
13	89100001	1.10168	1.14621	5
13	89150001	1.16884	1.14621	5
13	89200001	1.1332	1.14621	5
13	89250001	1.14655	1.14621	5
13	89300001	1.13263	1.14621	5
13	89350001	1.13517	1.14621	5
13	89400001	1.13782	1.14621	5
13	89450001	1.15496	1.14621	5
13	89500001	1.14012	1.14621	5
13	89550001	1.12891	1.14621	5
13	89600001	1.03883	1.14621	5
13	89650001	1.10978	1.14621	5
13	89700001	1.10502	1.14621	5
13	89750001	1.13527	1.14621	5
13	89800001	1.1461	1.14621	5
13	89850001	1.16494	1.14621	5
13	89900001	1.19321	1.14621	5
13	89950001	1.09265	1.14621	5
13	90000001	1.16856	1.14621	5
13	90050001	1.14192	1.14621	5
13	90100001	1.17554	1.14621	5
13	90150001	1.12733	1.14621	5
13	90200001	1.17226	1.14621	5
13	90250001	1.12439	1.14621	5
13	90300001	1.14782	1.14621	5
13	90350001	1.10636	1.14621	5
13	90400001	1.10464	1.14621	5
13	90450001	1.11611	1.14621	5
13	90500001	1.09406	1.14621	5
13	90550001	1.14621	1.14621	5
13	90600001	1.14671	1.14621	5
13	90650001	1.17707	1.14621	5
13	90700001	1.13056	1.14621	5
13	90750001	1.12403	1.14621	5
13	90800001	1.11794	1.14621	5
13	90850001	1.10069	1.14621	5
13	90900001	1.15248	1.14621	5
13	90950001	1.11737	1.14621	5
13	91000001	1.22772	1.14621	5
13	91050001	1.17176	1.14621	5
13	91100001	1.11092	1.14621	5
13	91150001	1.16614	1.14621	5
13	91200001	1.19986	1.14621	5
13	91250001	1.12135	1.14621	5
13	91300001	1.12074	1.14621	5
13	91350001	1.14761	1.14621	5
13	91400001	1.22229	1.14621	5
13	91450001	1.17224	1.14621	5
13	91500001	1.0729	1.14621	5
13	91550001	1.18432	1.14621	5
13	91600001	1.09745	1.14621	5
13	91650001	1.20245	1.14621	5
13	91700001	1.16197	1.14621	5
13	91750001	1.18129	1.14621	5
13	91800001	1.16514	1.14621	5
13	91850001	1.10835	1.14621	5
13	91900001	1.16583	1.14621	5
13	91950001	1.1488	1.14621	5
13	92000001	1.20153	1.14621	5
13	92050001	1.11969	1.14621	5
13	92100001	1.20081	1.14621	5
13	92150001	1.16896	1.14621	5
13	92200001	1.12757	1.14621	5
13	92250001	1.10926	1.14621	5
13	92300001	1.1735	1.14621	5
13	92350001	1.08604	1.14621	5
13	92400001	1.22519	1.14621	5
13	92450001	1.25339	1.14621	5
13	92500001	1.20233	1.14621	5
13	92550001	1.2333	1.14621	5
13	92600001	1.18802	1.14621	5
13	92650001	1.11737	1.14621	5
13	92700001	1.19725	1.14621	5
13	92750001	1.17014	1.14621	5
13	92800001	1.14083	1.14621	5
13	92850001	1.14959	1.14621	5
13	92900001	1.09516	1.14621	5
13	92950001	1.18178	1.14621	5
13	93000001	1.10679	1.14621	5
13	93050001	1.08894	1.14621	5
13	93100001	1.11952	1.14621	5
13	93150001	1.15541	1.14621	5
13	93200001	1.11423	1.14621	5
13	93250001	1.06682	1.14621	5
13	93300001	1.21662	1.14621	5
13	93350001	1.12782	1.14621	5
13	93400001	1.16375	1.14621	5
13	93450001	1.15012	1.14621	5
13	93500001	1.17297	1.14621	5
13	93550001	1.1227	1.14621	5
13	93600001	1.14565	1.14621	5
13	93650001	1.20596	1.14621	5
13	93700001	1.16108	1.14621	5
13	93750001	1.13241	1.14621	5
13	93800001	1.20338	1.14621	5
13	93850001	1.15085	1.14621	5
13	93900001	1.10692	1.14621	5
13	93950001	1.1479	1.14621	5
13	94000001	1.13733	1.14621	5
13	94050001	1.15641	1.14621	5
13	94100001	1.18829	1.14621	5
13	94150001	1.13063	1.14621	5
13	94200001	1.22293	1.14621	5
13	94250001	1.14022	1.14621	5
13	94300001	1.13752	1.14621	5
13	94350001	1.12334	1.14621	5
13	94400001	1.17729	1.14621	5
13	94450001	1.1996	1.14621	5
13	94500001	1.16396	1.14621	5
13	94550001	1.14117	1.14621	5
13	94600001	1.07373	1.14621	5
13	94650001	1.22768	1.14621	5
13	94700001	1.11853	1.14621	5
13	94750001	1.15036	1.14621	5
13	94800001	1.12816	1.14621	5
13	94850001	1.18407	1.14621	5
13	94900001	1.17699	1.14621	5
13	94950001	1.13603	1.14621	5
13	95000001	1.16984	1.14621	5
13	95050001	1.14241	1.14621	5
13	95100001	1.19304	1.14621	5
13	95150001	1.15199	1.14621	5
13	95200001	1.16041	1.14621	5
13	95250001	1.20104	1.14621	5
13	95300001	1.19594	1.14621	5
13	95350001	1.17408	1.14621	5
13	95400001	1.16558	1.14621	5
13	95450001	1.18805	1.14621	5
13	95500001	1.16085	1.14621	5
13	95550001	1.13027	1.14621	5
13	95600001	1.08121	1.14621	5
13	95650001	1.19147	1.14621	5
13	95700001	1.15912	1.14621	5
13	95750001	1.14196	1.14621	5
13	95800001	1.10463	1.14621	5
13	95850001	1.15031	1.14621	5
13	95900001	1.19325	1.14621	5
13	95950001	1.13648	1.14621	5
13	96000001	1.14148	1.14621	5
13	96050001	1.09534	1.14621	5
13	96100001	1.14249	1.14621	5
13	96150001	1.16219	1.14621	5
13	96200001	1.17253	1.14621	5
13	96250001	1.11954	1.14621	5
13	96300001	1.15565	1.14621	5
13	96350001	1.07845	1.14621	5
13	96400001	1.15776	1.14621	5
13	96450001	1.21278	1.14621	5
13	96500001	1.1739	1.14621	5
13	96550001	1.16891	1.14621	5
13	96600001	1.1468	1.14621	5
13	96650001	1.09184	1.14621	5
13	96700001	1.12107	1.14621	5
13	96750001	1.14893	1.14621	5
13	96800001	1.10474	1.14621	5
13	96850001	1.06632	1.14621	5
13	96900001	1.20438	1.14621	5
13	96950001	1.17965	1.14621	5
13	97000001	1.14921	1.14621	5
13	97050001	1.17194	1.14621	5
13	97100001	1.15293	1.14621	5
13	97150001	1.11118	1.14621	5
13	97200001	1.12297	1.14621	5
13	97250001	1.11907	1.14621	5
13	97300001	1.12396	1.14621	5
13	97350001	1.11832	1.14621	5
13	97400001	1.17971	1.14621	5
13	97450001	1.10548	1.14621	5
13	97500001	1.16426	1.14621	5
13	97550001	1.18406	1.14621	5
13	97600001	1.15243	1.14621	5
13	97650001	1.1499	1.14621	5
13	97700001	1.07961	1.14621	5
13	97750001	1.13642	1.14621	5
13	97800001	1.13476	1.14621	5
13	97850001	1.17287	1.14621	5
13	97900001	1.10713	1.14621	5
13	97950001	1.1099	1.14621	5
13	98000001	1.0688	1.14621	5
13	98050001	1.20039	1.14621	5
13	98100001	1.19862	1.14621	5
13	98150001	1.21697	1.14621	5
13	98200001	1.14753	1.14621	5
13	98250001	1.18675	1.14621	5
13	98300001	1.22592	1.14621	5
13	98350001	1.17402	1.14621	5
13	98400001	1.1904	1.14621	5
13	98450001	1.135	1.14621	5
13	98500001	1.16369	1.14621	5
13	98550001	1.18212	1.14621	5
13	98600001	1.07736	1.14621	5
13	98650001	1.12821	1.14621	5
13	98700001	1.11613	1.14621	5
13	98750001	1.09444	1.14621	5
13	98800001	1.14923	1.14621	5
13	98850001	1.13328	1.14621	5
13	98900001	1.14866	1.14621	5
13	98950001	1.15692	1.14621	5
13	99000001	1.13052	1.14621	5
13	99050001	1.13413	1.14621	5
13	99100001	1.141	1.14621	5
13	99150001	1.13008	1.14621	5
13	99200001	1.16532	1.14621	5
13	99250001	1.11291	1.14621	5
13	99300001	1.16939	1.14621	5
13	99350001	1.14651	1.14621	5
13	99400001	1.1232	1.14621	5
13	99450001	1.11768	1.14621	5
13	99500001	1.18885	1.14621	5
13	99550001	1.10151	1.14621	5
13	99600001	1.11187	1.14621	5
13	99650001	1.20025	1.14621	5
13	99700001	1.1615	1.14621	5
13	99750001	1.14304	1.14621	5
13	99800001	1.16061	1.14621	5
13	99850001	1.17353	1.14621	5
13	99900001	1.10235	1.14621	5
13	99950001	1.07868	1.14621	5
13	100000001	1.12554	1.14621	5
13	100050001	1.1238	1.14621	5
13	100100001	1.13284	1.14621	5
13	100150001	1.14867	1.14621	5
13	100200001	1.12302	1.14621	5
13	100250001	1.14014	1.14621	5
13	100300001	1.17236	1.14621	5
13	100350001	1.11166	1.14621	5
13	100400001	1.22302	1.14621	5
13	100450001	1.13554	1.14621	5
13	100500001	1.15349	1.14621	5
13	100550001	1.18093	1.14621	5
13	100600001	1.20128	1.14621	5
13	100650001	1.17163	1.14621	5
13	100700001	1.17046	1.14621	5
13	100750001	1.13935	1.14621	5
13	100800001	1.0894	1.14621	5
13	100850001	1.18858	1.14621	5
13	100900001	1.11057	1.14621	5
13	100950001	1.13962	1.14621	5
13	101000001	1.18956	1.14621	5
13	101050001	1.13886	1.14621	5
13	101100001	1.18411	1.14621	5
13	101150001	1.16788	1.14621	5
13	101200001	1.09596	1.14621	5
13	101250001	1.21679	1.14621	5
13	101300001	1.10812	1.14621	5
13	101350001	1.09834	1.14621	5
13	101400001	1.14882	1.14621	5
13	101450001	1.15642	1.14621	5
13	101500001	1.08184	1.14621	5
13	101550001	1.17663	1.14621	5
13	101600001	1.13784	1.14621	5
13	101650001	1.13275	1.14621	5
13	101700001	1.14787	1.14621	5
13	101750001	1.18384	1.14621	5
13	101800001	1.13894	1.14621	5
13	101850001	1.15537	1.14621	5
13	101900001	1.10939	1.14621	5
13	101950001	1.16924	1.14621	5
13	102000001	1.15888	1.14621	5
13	102050001	1.15567	1.14621	5
13	102100001	1.15893	1.14621	5
13	102150001	1.18033	1.14621	5
13	102200001	1.15846	1.14621	5
13	102250001	1.10818	1.14621	5
13	102300001	1.13536	1.14621	5
13	102350001	1.16881	1.14621	5
13	102400001	1.08836	1.14621	5
13	102450001	1.18722	1.14621	5
13	102500001	1.12521	1.14621	5
13	102550001	1.10407	1.14621	5
13	102600001	1.17485	1.14621	5
13	102650001	1.1334	1.14621	5
13	102700001	1.16462	1.14621	5
13	102750001	1.10108	1.14621	5
13	102800001	1.1895	1.14621	5
13	102850001	1.16395	1.14621	5
13	102900001	1.17156	1.14621	5
13	102950001	1.12004	1.14621	5
13	103000001	1.10706	1.14621	5
13	103050001	1.13227	1.14621	5
13	103100001	1.19261	1.14621	5
13	103150001	1.15163	1.14621	5
13	103200001	1.15611	1.14621	5
13	103250001	1.12728	1.14621	5
13	103300001	1.20353	1.14621	5
13	103350001	1.13686	1.14621	5
13	103400001	1.13048	1.14621	5
13	103450001	1.13213	1.14621	5
13	103500001	1.08417	1.14621	5
13	103550001	1.13249	1.14621	5
13	103600001	1.16077	1.14621	5
13	103650001	1.09	1.14621	5
13	103700001	1.10603	1.14621	5
13	103750001	1.19599	1.14621	5
13	103800001	1.12221	1.14621	5
13	103850001	1.12078	1.14621	5
13	103900001	1.18103	1.14621	5
13	103950001	1.15342	1.14621	5
13	104000001	1.18765	1.14621	5
13	104050001	1.13261	1.14621	5
13	104100001	1.09337	1.14621	5
13	104150001	1.18837	1.14621	5
13	104200001	1.10811	1.14621	5
13	104250001	1.14981	1.14621	5
13	104300001	1.09115	1.14621	5
13	104350001	1.19647	1.14621	5
13	104400001	1.1665	1.14621	5
13	104450001	1.16384	1.14621	5
13	104500001	1.14007	1.14621	5
13	104550001	1.151	1.14621	5
13	104600001	1.15513	1.14621	5
13	104650001	1.14017	1.14621	5
13	104700001	1.08051	1.14621	5
13	104750001	1.1719	1.14621	5
13	104800001	1.16178	1.14621	5
13	104850001	1.18771	1.14621	5
13	104900001	1.13922	1.14621	5
13	104950001	1.15647	1.14621	5
13	105000001	1.18008	1.14621	5
13	105050001	1.16744	1.14621	5
13	105100001	1.1978	1.14621	5
13	105150001	1.13631	1.14621	5
13	105200001	1.1489	1.14621	5
13	105250001	1.147	1.14621	5
13	105300001	1.14044	1.14621	5
13	105350001	1.13333	1.14621	5
13	105400001	1.18876	1.14621	5
13	105450001	1.19068	1.14621	5
13	105500001	1.20661	1.14621	5
13	105550001	1.12809	1.14621	5
13	105600001	1.14429	1.14621	5
13	105650001	1.13322	1.14621	5
13	105700001	1.14519	1.14621	5
13	105750001	1.11683	1.14621	5
13	105800001	1.1023	1.14621	5
13	105850001	1.16538	1.14621	5
13	105900001	1.15462	1.14621	5
13	105950001	1.15904	1.14621	5
13	106000001	1.1076	1.14621	5
13	106050001	1.20352	1.14621	5
13	106100001	1.10726	1.14621	5
13	106150001	1.1656	1.14621	5
13	106200001	1.11613	1.14621	5
13	106250001	1.19408	1.14621	5
13	106300001	1.14376	1.14621	5
13	106350001	1.17481	1.14621	5
13	106400001	1.11439	1.14621	5
13	106450001	1.12387	1.14621	5
13	106500001	1.13381	1.14621	5
13	106550001	1.20015	1.14621	5
13	106600001	1.15076	1.14621	5
13	106650001	1.22389	1.14621	5
13	106700001	1.10105	1.14621	5
13	106750001	1.08299	1.14621	5
13	106800001	1.21774	1.14621	5
13	106850001	1.17026	1.14621	5
13	106900001	1.16904	1.14621	5
13	106950001	1.11629	1.14621	5
13	107000001	1.14894	1.14621	5
13	107050001	1.16029	1.14621	5
13	107100001	1.13564	1.14621	5
13	107150001	1.12508	1.14621	5
13	107200001	1.10816	1.14621	5
13	107250001	1.10417	1.14621	5
13	107300001	1.21214	1.14621	5
13	107350001	1.13968	1.14621	5
13	107400001	1.08502	1.14621	5
13	107450001	1.18195	1.14621	5
13	107500001	1.08762	1.14621	5
13	107550001	1.14976	1.14621	5
13	107600001	1.10639	1.14621	5
13	107650001	1.15133	1.14621	5
13	107700001	1.20767	1.14621	5
13	107750001	1.18211	1.14621	5
13	107800001	1.11437	1.14621	5
13	107850001	1.15318	1.14621	5
13	107900001	1.1565	1.14621	5
13	107950001	1.16318	1.14621	5
13	108000001	1.11681	1.14621	5
13	108050001	1.23537	1.14621	5
13	108100001	1.12005	1.14621	5
13	108150001	1.1798	1.14621	5
13	108200001	1.14231	1.14621	5
13	108250001	1.12825	1.14621	5
13	108300001	1.12693	1.14621	5
13	108350001	1.15696	1.14621	5
13	108400001	1.11918	1.14621	5
13	108450001	1.14498	1.14621	5
13	108500001	1.11605	1.14621	5
13	108550001	1.07214	1.14621	5
13	108600001	1.17094	1.14621	5
13	108650001	1.16549	1.14621	5
13	108700001	1.16659	1.14621	5
13	108750001	1.05762	1.14621	5
13	108800001	1.14995	1.14621	5
13	108850001	1.10681	1.14621	5
13	108900001	1.14829	1.14621	5
13	108950001	1.15046	1.14621	5
13	109000001	1.12748	1.14621	5
13	109050001	1.1859	1.14621	5
13	109100001	1.18588	1.14621	5
13	109150001	1.12921	1.14621	5
13	109200001	1.17159	1.14621	5
13	109250001	1.12732	1.14621	5
13	109300001	1.10995	1.14621	5
13	109350001	1.24823	1.14621	5
13	109400001	1.04834	1.14621	5
13	109450001	1.16663	1.14621	5
13	109500001	1.15207	1.14621	5
13	109550001	1.13663	1.14621	5
13	109600001	1.21399	1.14621	5
13	109650001	1.16922	1.14621	5
13	109700001	1.07315	1.14621	5
13	109750001	1.07411	1.14621	5
13	109800001	1.12563	1.14621	5
13	109850001	1.19928	1.14621	5
13	109900001	1.10823	1.14621	5
13	109950001	1.11724	1.14621	5
13	110000001	1.14753	1.14621	5
13	110050001	1.17009	1.14621	5
13	110100001	1.14033	1.14621	5
13	110150001	1.14726	1.14621	5
13	110200001	1.14854	1.14621	5
13	110250001	1.09009	1.14621	5
13	110300001	1.15731	1.14621	5
13	110350001	1.15384	1.14621	5
13	110400001	1.15957	1.14621	5
13	110450001	1.16049	1.14621	5
13	110500001	1.14062	1.14621	5
13	110550001	1.23129	1.14621	5
13	110600001	1.12829	1.14621	5
13	110650001	1.15941	1.14621	5
13	110700001	1.1046	1.14621	5
13	110750001	1.15559	1.14621	5
13	110800001	1.15708	1.14621	5
13	110850001	1.14239	1.14621	5
13	110900001	1.07735	1.14621	5
13	110950001	1.17264	1.14621	5
13	111000001	1.14146	1.14621	5
13	111050001	1.17623	1.14621	5
13	111100001	1.12409	1.14621	5
13	111150001	1.13435	1.14621	5
13	111200001	1.16566	1.14621	5
13	111250001	1.1034	1.14621	5
13	111300001	1.10322	1.14621	5
13	111350001	1.14051	1.14621	5
13	111400001	1.15906	1.14621	5
13	111450001	1.21614	1.14621	5
13	111500001	1.14419	1.14621	5
13	111550001	1.18434	1.14621	5
13	111600001	1.16393	1.14621	5
13	111650001	1.09549	1.14621	5
